"","secu","pond","region","nom_region","zona_u_r","gse","encuesta","encuesta_a","encuesta_m","estrato","id_bu_encuesta","id_bu","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_fo","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gf","eval_act_pol_1_dh","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_go","eval_act_pol_1_en","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_gr","eval_act_pol_1_gs","eval_act_pol_1_em","eval_act_pol_1_ff","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_8_a","interes_pol_1_b","democracia_21","democracia_20","pobreza_62","pobreza_63","democracia_19","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_23_a","constitucion_23_b","constitucion_26_a","constitucion_26_b","constitucion_29","constitucion_29_2","constitucion_3","iden_nacional_5_a","iden_nacional_6_b","internacional_20","internacional_21","salud_5_b","salud_83","salud_84","pensiones_4","pensiones_4_a","pensiones_4_b","pensiones_5","educacion_110","educacion_98","educacion_95","educacion_112","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","ciudadania_29_a","ciudadania_29_b","ciudadania_29_c","ciudadania_29_d","ciudadania_29_e","ciudadania_30_a","ciudadania_30_b","ciudadania_30_d","ciudadania_31","polarizacion_1_a","polarizacion_1_b","polarizacion_2_a","polarizacion_2_b","polarizacion_3_a","polarizacion_3_b","polarizacion_4","polarizacion_5","polarizacion_4_orden","polarizacion_5_orden","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","info_hogar_33","info_enc_64","religion_82","religion_2","constitucion_4_a","constitucion_4_b","constitucion_4_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","interes_pol_2_a","interes_pol_2_h","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","iden_pol_3","iden_pol_3_a","religion_14","info_enc_58","info_enc_30","info_hogar_34_a","info_hogar_34_b","info_hogar_34_c","info_hogar_1","info_hogar_35_a","info_hogar_35_b","info_hogar_35_c","info_hogar_35_d","info_hogar_35_e","info_hogar_35_f","info_hogar_35_g"
"277",61,0.25707978,"6","LIBERTADOR BERNARDO OHIGGINS",1,4,88,2022,11,8,277,"277-88",1,3,17,2,2,3,2,8,9,2,1,99,4,2,6,6,6,3,6,6,3,6,6,6,3,2,4,6,6,6,6,4,3,2,4,2,4,4,88,4,4,1,2,4,2,3,4,2,88,4,5,3,3,2,2,9,1,9,NA,NA,NA,NA,NA,3,3,2,4,3,1,88,5,1,88,1,9,1,88,1,1,1,1,5,5,5,5,5,4,5,5,5,1,1,1,5,5,4,2,10,10,0,10,0,1,2,2,71,2,1,3,1,NA,NA,8,2,5,1,99,NA,1,99,NA,1,9,NA,3,3,3,3,3,15,15,99,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"278",8,1.90704115,"2","ANTOFAGASTA",1,4,88,2022,11,2,278,"278-88",1,10,7,3,1,2,2,3,3,3,1,6,4,4,3,6,4,6,6,6,6,4,6,6,6,4,3,3,6,6,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,4,1,3,10,5,10,1,1,NA,12,7,NA,NA,1,1,1,2,2,2,2,1,3,2,1,10,0,3,2,2,2,1,5,5,5,5,4,4,4,4,4,4,3,3,3,6,5,5,5,5,5,5,5,1,2,2,56,2,0,3,1,NA,NA,11,1,2,1,1,NA,1,1,NA,1,1,NA,3,2,2,2,2,15,15,1,2,NA,2,2,2,5,NA,NA,NA,NA,1,NA,NA
"279",8,1.46212577,"2","ANTOFAGASTA",1,3,88,2022,11,2,279,"279-88",10,5,11,4,2,3,2,3,3,1,2,5,3,4,6,6,6,6,6,6,6,6,8,8,6,4,4,6,6,6,6,4,1,1,3,4,3,3,1,3,3,3,4,3,3,3,3,3,1,3,5,3,4,7,9,9,2,NA,2,NA,NA,NA,NA,NA,NA,3,2,2,1,1,2,3,2,1,10,0,3,1,1,2,1,5,5,5,5,5,5,5,5,5,2,4,3,5,5,5,10,2,3,6,10,9,1,2,1,49,2,3,1,1,NA,NA,10,2,3,2,NA,2,2,NA,2,2,NA,2,3,3,3,3,3,13,NA,1,2,NA,2,2,2,3,NA,NA,5,NA,NA,NA,NA
"280",8,1.1981805,"2","ANTOFAGASTA",1,3,88,2022,11,2,280,"280-88",1,14,17,1,2,3,3,3,2,3,1,5,3,1,6,6,6,3,6,6,6,6,6,6,6,2,2,6,6,6,6,1,1,2,4,2,3,3,1,2,3,1,3,3,4,3,3,1,3,3,4,1,2,10,1,10,1,1,NA,11,3,NA,NA,1,1,2,8,8,1,88,4,3,2,1,5,5,1,2,2,1,1,5,5,5,5,4,4,4,4,4,3,1,1,5,5,8,5,9,10,0,9,5,1,2,2,35,2,4,1,1,NA,NA,11,1,6,1,1,NA,1,7,NA,1,1,NA,3,3,3,3,3,1,NA,2,2,NA,2,2,2,2,NA,4,NA,NA,NA,NA,NA
"281",8,1.56927578,"2","ANTOFAGASTA",1,3,88,2022,11,2,281,"281-88",5,8,3,3,3,2,2,5,3,3,2,5,2,6,6,2,2,6,6,2,6,6,6,6,6,6,6,2,5,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,9,5,5,10,10,1,2,NA,NA,NA,8,12,2,2,2,3,2,1,2,2,3,2,1,7,3,4,2,2,2,1,4,6,5,5,5,5,5,5,5,1,1,3,2,5,5,5,5,5,5,5,5,1,2,2,47,2,4,3,2,3,10,NA,1,5,1,2,NA,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,2,NA,2,1,2,5,NA,NA,NA,NA,2,NA,NA
"282",8,1.63190052,"2","ANTOFAGASTA",1,3,88,2022,11,2,282,"282-88",11,9,10,1,2,3,3,4,3,3,2,6,1,3,2,6,2,2,2,2,2,2,2,6,2,3,3,6,2,3,2,3,4,4,3,4,2,4,3,3,3,4,4,4,3,4,3,1,3,3,5,3,3,10,10,10,1,2,NA,NA,NA,9,1,1,1,1,2,4,2,2,4,3,2,1,10,0,3,1,2,2,1,5,5,5,5,5,5,5,5,5,2,2,2,1,5,0,5,0,5,10,5,5,1,2,1,34,2,3,1,1,NA,NA,9,9,8,2,NA,1,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,2,NA,1,1,2,2,NA,4,NA,NA,NA,NA,NA
"283",142,1.11784338,"13","METROPOLITANA",1,3,88,2022,11,20,283,"283-88",3,9,17,3,3,3,3,3,3,3,3,4,4,4,2,6,4,1,4,6,2,6,4,6,4,2,4,6,4,4,1,3,2,1,4,4,1,2,88,3,3,2,3,3,3,2,3,1,2,3,5,3,3,4,8,10,1,2,NA,NA,NA,12,1,4,4,2,4,2,2,2,5,3,2,1,7,3,88,2,2,1,1,4,7,4,5,5,5,5,5,5,5,3,5,5,5,0,3,5,5,4,5,4,1,2,2,83,2,2,3,1,NA,NA,9,1,5,1,2,NA,1,8,NA,1,3,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"284",134,0.30105555,"13","METROPOLITANA",1,3,88,2022,11,20,284,"284-88",10,5,1,2,3,3,4,3,3,3,2,10,3,3,3,6,3,6,6,6,6,6,6,6,3,4,3,6,6,3,3,3,3,4,4,3,2,3,3,2,4,3,3,3,3,3,4,3,3,4,5,3,3,10,10,10,1,2,NA,NA,NA,9,7,4,4,2,2,1,2,1,7,3,2,1,7,3,3,2,2,2,1,5,5,5,5,5,5,5,5,5,1,1,1,3,5,6,5,5,6,5,5,5,2,1,2,66,2,4,3,1,NA,NA,11,1,6,1,88,NA,1,4,NA,1,2,NA,3,3,3,2,2,15,18,2,2,NA,2,2,1,5,NA,NA,NA,NA,1,NA,NA
"285",134,0.30105555,"13","METROPOLITANA",1,3,88,2022,11,20,285,"285-88",3,7,14,1,3,2,5,5,3,3,2,10,1,4,6,6,2,1,6,6,1,6,6,6,2,4,4,6,6,4,2,4,99,4,4,4,3,3,3,3,4,3,4,3,4,4,4,1,3,4,5,2,4,10,10,10,1,2,NA,NA,NA,13,11,7,7,3,2,2,2,2,7,3,2,1,5,5,3,1,2,2,1,5,5,5,5,5,5,5,5,5,3,5,5,3,10,0,10,0,1,10,5,10,1,2,2,65,2,4,3,1,NA,NA,11,1,8,1,2,NA,1,4,NA,1,2,NA,3,3,3,3,3,13,NA,2,2,NA,2,2,2,8,NA,NA,NA,NA,NA,NA,2
"286",146,1.95231933,"13","METROPOLITANA",1,4,88,2022,11,20,286,"286-88",14,3,10,3,2,4,3,3,3,2,2,8,2,3,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,3,2,1,3,2,3,2,3,3,3,1,3,2,2,3,3,2,2,3,4,2,3,88,10,8,2,NA,2,NA,NA,NA,NA,NA,NA,3,4,1,2,2,4,3,2,1,7,3,3,2,2,2,1,5,5,5,5,4,5,5,5,5,3,3,3,3,5,5,5,5,5,10,5,10,2,1,1,34,2,7,1,1,NA,NA,9,2,7,2,NA,1,2,NA,2,2,NA,2,2,3,3,3,3,15,15,1,2,NA,2,1,2,3,NA,NA,99,NA,NA,NA,NA
"287",146,1.30154622,"13","METROPOLITANA",1,4,88,2022,11,20,287,"287-88",11,14,26,3,3,2,2,3,8,2,2,5,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,4,3,1,3,88,3,2,3,2,3,3,3,3,3,2,3,3,2,4,4,3,3,6,10,5,2,NA,2,NA,NA,NA,NA,NA,NA,2,3,2,2,2,1,3,1,1,10,0,3,1,1,2,1,5,5,5,5,3,5,5,5,5,3,3,1,5,5,5,5,5,5,5,5,5,1,2,1,30,2,7,3,1,NA,NA,7,2,7,2,NA,2,2,NA,2,2,NA,2,3,3,3,3,3,15,15,1,2,NA,2,1,2,1,1,NA,NA,NA,NA,NA,NA
"288",146,1.27430919,"13","METROPOLITANA",1,4,88,2022,11,20,288,"288-88",26,11,10,2,2,2,4,4,3,2,2,8,4,4,4,2,4,4,2,2,2,4,4,6,2,4,4,2,4,4,2,3,3,3,4,3,4,3,1,3,3,3,4,3,4,1,3,3,3,3,5,2,3,1,10,10,1,2,NA,NA,NA,12,1,1,1,2,4,2,2,1,2,2,1,1,6,4,1,1,2,1,1,5,5,5,5,5,5,5,5,5,1,3,1,3,8,5,9,99,2,9,7,9,1,2,2,70,2,1,3,1,NA,NA,9,1,7,2,NA,2,1,2,NA,2,NA,2,3,3,3,3,3,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,1,NA,NA
"289",142,1.56524648,"13","METROPOLITANA",1,3,88,2022,11,20,289,"289-88",3,1,14,2,2,3,4,5,3,2,2,88,3,2,6,6,3,2,4,6,2,6,3,3,4,4,4,6,8,4,3,4,2,3,4,2,2,3,2,3,2,2,3,3,3,2,2,2,2,3,3,1,2,7,7,10,1,2,NA,NA,NA,10,8,4,4,1,4,1,2,2,7,3,2,1,7,3,3,1,1,2,1,5,5,5,5,2,4,5,5,5,2,4,3,4,5,5,5,4,5,10,5,5,2,1,2,29,2,8,1,1,NA,NA,4,9,6,1,1,NA,1,7,NA,1,2,NA,2,3,3,1,2,17,NA,2,2,NA,1,2,2,3,NA,NA,4,NA,NA,NA,NA
"290",212,1.82411194,"13","METROPOLITANA",1,4,88,2022,11,20,290,"290-88",9,1,3,3,3,4,3,3,3,2,8,99,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,4,4,4,88,4,4,3,3,4,3,4,2,2,3,1,1,4,5,3,3,10,10,10,2,NA,4,NA,NA,NA,NA,NA,NA,2,2,4,2,2,5,3,2,88,NA,NA,3,2,2,1,1,5,5,5,5,5,5,5,5,5,5,2,1,3,0,5,88,88,88,88,10,5,2,1,2,66,2,3,3,2,4,7,NA,9,8,2,NA,3,2,NA,1,2,NA,1,3,3,3,3,3,15,15,1,2,NA,2,2,2,8,NA,NA,NA,NA,NA,NA,3
"291",213,0.49495049,"13","METROPOLITANA",1,2,88,2022,11,20,291,"291-88",1,7,3,2,3,3,2,4,2,3,2,5,4,2,6,6,6,2,6,6,6,6,6,6,3,4,2,6,6,3,2,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,2,4,4,3,4,8,5,9,1,1,NA,10,11,NA,NA,5,5,2,4,3,2,2,4,3,2,88,NA,NA,3,1,1,2,1,5,5,5,5,4,5,5,5,5,3,4,3,2,5,5,5,5,5,5,8,6,2,1,2,50,2,4,2,1,NA,NA,7,1,7,2,NA,1,1,1,NA,1,1,NA,3,3,3,3,3,5,NA,3,8,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA
"292",212,0.71664133,"13","METROPOLITANA",1,5,88,2022,11,20,292,"292-88",6,7,13,3,3,3,2,4,3,2,8,88,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,3,8,88,88,10,2,NA,3,NA,NA,NA,NA,NA,NA,88,2,2,2,2,5,3,88,88,NA,NA,3,1,1,2,1,5,5,5,5,5,1,5,5,5,5,5,5,88,88,88,88,88,88,88,88,88,1,2,2,51,2,2,1,1,NA,NA,7,9,8,2,NA,88,2,NA,88,2,NA,8,3,3,3,3,3,88,88,1,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"293",283,1.24687948,"13","METROPOLITANA",2,3,88,2022,11,21,293,"293-88",10,13,6,1,3,3,4,5,3,3,2,5,1,3,3,2,2,2,3,3,2,3,2,6,3,4,4,6,6,5,2,3,2,3,4,3,3,3,4,3,3,1,4,4,3,3,4,3,3,4,2,1,2,1,1,10,1,9,NA,NA,NA,NA,NA,1,1,2,5,1,2,2,5,3,2,1,7,3,1,2,1,1,1,6,2,2,10,5,5,5,5,5,1,1,1,5,5,0,5,0,0,10,0,10,2,1,1,55,2,4,1,1,NA,NA,9,2,8,2,NA,3,1,2,NA,1,2,NA,1,1,1,1,1,10,NA,1,2,NA,2,2,1,3,NA,NA,4,NA,NA,NA,NA
"294",283,0.74432232,"13","METROPOLITANA",2,4,88,2022,11,21,294,"294-88",3,9,13,2,1,2,1,4,3,2,2,88,4,4,6,6,6,4,6,6,6,6,6,6,6,4,2,6,6,6,6,3,3,4,4,88,4,3,4,3,88,3,3,3,4,4,4,4,3,4,3,2,3,5,4,10,1,2,NA,NA,NA,4,10,2,2,3,4,8,88,88,2,3,88,1,7,3,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,10,0,5,5,4,10,5,5,1,2,2,67,2,1,1,1,NA,NA,9,1,4,2,NA,1,1,77,NA,1,1,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,4,NA,NA,NA,1,NA,NA,NA
"295",283,0.94983367,"13","METROPOLITANA",2,4,88,2022,11,21,295,"295-88",9,14,11,3,3,2,3,4,3,2,3,88,3,1,2,8,4,3,1,2,2,2,2,6,2,4,2,6,4,4,2,4,1,3,4,4,3,3,4,4,1,3,3,4,1,4,4,2,4,4,5,3,3,5,1,1,1,2,NA,NA,NA,9,12,1,1,2,1,1,2,2,4,3,2,1,10,0,1,1,1,2,1,10,3,2,5,5,5,5,5,5,1,1,1,5,0,0,0,0,0,10,0,10,2,1,1,67,2,1,3,1,NA,NA,10,1,4,1,2,NA,1,1,NA,1,1,NA,2,3,3,3,3,1,NA,2,2,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA
"296",283,0.74432232,"13","METROPOLITANA",2,4,88,2022,11,21,296,"296-88",3,4,12,2,8,4,2,3,3,1,2,10,2,4,6,6,4,4,4,6,6,6,6,6,4,2,4,6,6,4,6,2,1,2,4,4,4,1,1,88,4,1,3,2,2,2,88,4,1,4,5,3,3,10,10,10,1,2,NA,NA,NA,12,88,1,1,88,1,1,2,2,1,2,2,1,5,5,1,1,1,2,1,5,5,5,5,5,5,5,5,5,1,88,2,5,10,0,0,0,88,10,88,88,1,2,2,85,2,1,3,2,4,9,NA,1,8,2,NA,2,2,NA,7,9,NA,2,3,3,3,3,3,15,15,1,2,NA,2,2,2,2,NA,88,NA,NA,NA,NA,NA
"297",283,0.44866966,"13","METROPOLITANA",2,4,88,2022,11,21,297,"297-88",3,11,1,2,1,2,1,4,3,2,2,88,2,4,6,6,4,2,6,6,6,6,6,6,6,4,6,6,6,6,6,3,1,3,3,1,2,1,1,3,1,1,2,3,88,1,88,1,3,3,5,2,8,8,1,10,1,2,NA,NA,NA,1,2,4,4,3,5,1,2,2,2,3,2,1,10,0,2,2,1,2,1,5,5,5,5,4,5,5,5,5,5,1,1,4,88,88,5,5,5,5,5,5,2,1,2,37,2,2,3,1,NA,NA,9,1,7,1,2,NA,1,7,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,1,1,2,4,NA,NA,NA,1,NA,NA,NA
"298",283,0.89733931,"13","METROPOLITANA",2,4,88,2022,11,21,298,"298-88",9,11,17,2,3,1,4,4,3,3,2,88,1,4,6,6,1,1,6,6,6,6,6,6,2,2,2,6,6,2,6,4,2,4,4,3,3,3,3,3,1,1,4,4,3,3,3,2,1,3,4,3,3,2,5,5,1,2,NA,NA,NA,1,11,1,1,2,4,4,2,2,1,3,1,1,5,5,1,1,2,2,1,5,5,5,5,3,5,5,5,5,4,2,2,3,5,0,10,0,0,10,1,10,2,1,2,41,2,1,3,2,2,9,NA,9,8,99,NA,2,2,NA,2,2,NA,2,3,3,3,3,3,15,15,2,2,NA,1,1,1,4,NA,NA,NA,2,NA,NA,NA
"299",283,0.26812471,"13","METROPOLITANA",2,4,88,2022,11,21,299,"299-88",3,13,16,1,2,2,2,4,3,2,2,4,3,2,6,6,4,2,6,6,2,6,3,6,2,4,2,6,6,2,2,4,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,5,2,4,1,1,10,1,1,NA,10,4,NA,NA,1,1,1,4,2,2,2,2,3,2,1,5,5,3,1,2,2,1,5,5,5,5,5,3,5,5,5,3,2,1,3,5,5,5,5,5,5,5,5,2,1,2,48,2,4,1,1,NA,NA,9,1,8,1,1,NA,1,7,NA,1,1,NA,3,3,3,3,3,15,15,2,2,NA,2,1,2,3,NA,NA,1,NA,NA,NA,NA
"300",283,0.75508946,"13","METROPOLITANA",2,4,88,2022,11,21,300,"300-88",11,16,4,3,3,3,3,3,8,3,2,88,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,3,3,3,1,3,3,3,1,3,3,3,3,3,3,2,4,4,3,3,5,6,7,2,NA,3,NA,NA,NA,NA,NA,NA,88,1,1,2,2,8,3,2,1,5,5,3,2,2,2,1,5,5,5,5,5,5,5,5,5,3,2,2,4,5,5,88,88,88,88,5,5,1,2,2,23,2,4,3,2,7,9,NA,9,8,2,NA,3,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,2,NA,1,2,2,3,NA,NA,1,NA,NA,NA,NA
"301",246,2.14120298,"13","METROPOLITANA",1,3,88,2022,11,20,301,"301-88",2,13,10,1,2,2,3,3,1,2,2,88,4,3,3,6,6,6,4,6,3,3,6,6,1,4,3,3,6,6,6,3,4,4,4,3,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,2,5,10,10,10,1,2,NA,NA,NA,10,9,1,1,1,1,2,2,2,3,3,1,1,5,5,1,1,1,1,1,5,7,5,3,3,1,5,5,5,3,4,3,5,5,5,5,5,0,5,5,10,2,1,2,27,2,4,3,2,4,9,NA,9,8,2,NA,3,2,NA,66,2,NA,3,2,3,3,2,3,13,NA,2,2,NA,1,2,2,3,NA,NA,1,NA,NA,NA,NA
"302",246,3.12371093,"13","METROPOLITANA",1,2,88,2022,11,20,302,"302-88",14,3,9,2,3,3,3,4,2,2,2,5,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,6,3,6,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,4,1,2,10,10,10,2,NA,2,NA,NA,NA,NA,NA,NA,3,4,2,2,2,3,3,2,1,10,0,3,2,1,2,1,5,5,5,5,5,5,5,5,5,3,1,1,5,5,5,5,5,5,5,5,5,2,1,1,43,2,9,1,1,NA,NA,7,1,5,2,NA,2,2,NA,2,2,NA,2,3,3,3,3,3,15,15,2,2,NA,2,1,2,4,NA,NA,NA,4,NA,NA,NA
"303",246,4.03997387,"13","METROPOLITANA",1,2,88,2022,11,20,303,"303-88",3,8,9,3,3,4,3,4,3,2,1,3,4,2,4,3,4,5,4,2,3,6,2,6,1,4,1,4,3,4,3,4,3,4,4,4,4,4,3,4,2,4,3,3,3,3,3,2,1,3,2,1,2,4,5,3,1,1,NA,7,9,NA,NA,3,3,1,4,2,2,2,4,3,1,1,7,3,3,1,2,2,1,4,6,4,6,1,3,4,5,5,2,3,3,2,4,6,0,7,10,2,99,99,1,2,1,20,2,4,3,2,4,5,NA,9,5,1,1,NA,1,5,NA,1,1,NA,2,1,1,2,2,15,15,3,2,NA,2,2,2,3,NA,NA,5,NA,NA,NA,NA
"304",32,3.42966759,"5","VALPARAÍSO",1,3,88,2022,11,6,304,"304-88",3,13,5,1,1,3,2,1,3,2,2,5,3,4,4,4,4,4,4,6,2,2,4,6,3,4,3,4,3,3,2,4,2,3,4,3,3,3,2,4,3,2,3,3,2,2,4,2,1,3,5,1,3,7,7,7,1,4,NA,NA,NA,NA,NA,6,6,1,2,2,2,2,2,3,2,1,10,0,3,1,2,2,1,5,5,5,5,1,5,5,5,5,1,5,1,5,4,2,4,4,4,8,4,4,2,1,1,70,2,4,1,1,NA,NA,9,3,1,1,4,NA,1,9,NA,1,4,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,3,NA,NA,3,NA,NA,NA,NA
"305",165,0.995026,"13","METROPOLITANA",1,3,88,2022,11,20,305,"305-88",9,3,10,3,3,2,4,4,3,2,1,5,4,2,4,2,4,4,4,4,3,4,1,4,3,4,1,4,4,4,2,4,1,4,4,3,1,1,2,4,3,1,2,3,3,2,4,1,99,3,2,2,2,10,10,10,1,2,NA,NA,NA,3,8,4,4,2,4,2,2,2,3,3,2,1,10,0,3,1,2,1,1,5,5,5,5,1,5,5,5,5,1,1,1,5,4,5,5,7,7,7,7,7,2,1,1,67,2,3,3,1,NA,NA,11,9,8,1,1,NA,1,3,NA,1,1,NA,3,3,3,1,1,15,5,3,2,NA,2,2,2,3,NA,NA,2,NA,NA,NA,NA
"306",164,0.49994236,"13","METROPOLITANA",1,3,88,2022,11,20,306,"306-88",10,3,5,2,1,2,2,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,2,2,3,2,4,4,4,4,2,4,4,1,4,5,3,9,99,99,99,99,NA,9,NA,NA,NA,NA,NA,NA,99,9,9,99,99,1,3,99,99,NA,NA,99,99,1,9,99,NA,NA,NA,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,63,2,4,3,1,NA,NA,9,1,8,1,2,NA,1,99,NA,1,9,NA,1,3,3,3,3,99,99,3,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"307",164,1.20121085,"13","METROPOLITANA",1,4,88,2022,11,20,307,"307-88",3,6,12,3,3,3,4,3,1,2,3,7,2,1,4,4,4,2,4,6,4,6,4,6,4,4,4,6,6,4,2,2,2,2,3,4,2,2,2,4,4,4,2,2,4,2,3,2,2,4,5,3,4,5,1,10,99,NA,9,NA,NA,NA,NA,NA,NA,3,1,5,1,1,5,3,2,1,0,10,2,1,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,1,88,88,88,88,88,88,88,88,1,2,1,65,2,1,1,1,NA,NA,11,1,6,99,NA,99,9,NA,99,9,NA,9,2,2,3,2,2,15,15,1,2,NA,2,2,2,4,NA,NA,NA,99,NA,NA,NA
"308",164,1.06953146,"13","METROPOLITANA",1,2,88,2022,11,20,308,"308-88",5,3,9,4,1,2,2,3,3,2,3,4,3,4,6,3,6,2,4,6,2,3,4,6,3,4,4,6,4,6,1,2,2,4,2,2,3,4,2,4,2,88,3,2,4,4,2,2,2,3,3,1,3,10,10,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,4,2,2,2,4,3,2,1,0,10,3,2,1,2,1,5,5,5,5,3,5,5,5,5,1,1,1,5,5,3,4,2,2,10,5,5,2,1,1,44,2,9,1,1,NA,NA,3,1,3,2,NA,2,2,NA,2,2,NA,2,2,3,3,3,3,15,15,1,2,NA,2,1,2,2,NA,99,NA,NA,NA,NA,NA
"309",163,1.76133291,"13","METROPOLITANA",1,4,88,2022,11,20,309,"309-88",1,3,10,3,1,3,2,4,3,3,9,1,4,4,6,6,2,4,2,3,4,4,1,6,4,4,2,4,2,1,2,4,2,4,4,4,3,4,3,88,4,2,4,4,2,3,3,3,3,4,4,3,3,1,88,10,1,1,NA,6,7,NA,NA,2,2,1,2,2,2,2,2,88,1,1,0,10,2,1,1,2,1,20,0,0,0,1,5,5,5,5,2,1,1,5,1,1,1,2,10,88,5,2,1,2,1,55,2,0,3,2,1,9,NA,1,8,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"310",39,2.04310715,"5","VALPARAÍSO",1,2,88,2022,11,6,310,"310-88",17,1,2,3,1,4,3,5,3,2,1,5,4,2,4,3,4,4,5,3,2,3,1,6,1,4,1,3,3,3,3,4,4,4,4,4,4,4,3,2,4,2,3,4,3,2,3,2,1,4,2,1,3,10,10,10,1,1,NA,2,3,NA,NA,1,1,2,2,2,2,2,4,3,2,1,0,10,3,1,1,1,1,2,14,2,2,1,2,5,5,5,2,1,1,5,6,5,4,9,8,7,8,8,2,1,1,40,2,8,1,1,NA,NA,4,9,8,1,1,NA,1,1,NA,1,1,NA,2,1,2,3,1,9,NA,3,2,NA,2,1,2,3,NA,NA,4,NA,NA,NA,NA
"311",279,0.71353263,"10","LOS LAGOS",2,3,88,2022,11,17,311,"311-88",17,3,16,3,2,4,1,3,3,2,2,7,2,4,3,6,3,3,3,3,6,3,6,6,6,2,4,6,6,6,2,3,1,2,3,2,2,4,3,3,3,2,2,2,2,2,2,1,2,4,4,1,3,7,9,6,1,2,NA,NA,NA,6,12,4,4,2,4,4,2,2,3,3,2,1,8,2,3,2,2,1,1,3,6,9,2,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,1,2,1,19,1,5,1,2,1,9,NA,2,6,2,NA,2,1,2,NA,1,2,NA,2,3,3,2,3,15,15,2,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"312",279,3.57454958,"10","LOS LAGOS",2,3,88,2022,11,17,312,"312-88",3,9,14,2,3,3,4,5,3,2,2,5,1,2,1,1,2,1,2,6,1,1,2,1,3,3,4,1,2,3,1,2,1,2,4,3,3,4,2,3,4,1,4,4,1,3,3,2,2,3,2,1,3,8,10,10,1,2,NA,NA,NA,9,8,4,4,3,5,1,2,2,3,3,2,1,10,0,2,2,2,2,1,7,7,3,3,4,5,5,5,5,1,1,1,4,6,0,5,2,1,10,5,5,2,1,1,43,2,8,1,1,NA,NA,4,2,4,1,2,NA,1,4,NA,1,2,NA,1,1,1,1,1,18,NA,2,2,NA,2,1,2,3,NA,NA,5,NA,NA,NA,NA
