"","estrato","secu","region","zona_u_r","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_en","eval_act_pol_1_gj","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_ff","eval_act_pol_1_gf","eval_act_pol_1_fo","eval_act_pol_1_gn","eval_act_pol_1_dh","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_fe","eval_act_pol_1_ek","eval_act_pol_1_go","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_aa","confianza_6_z","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_y","confianza_6_m","confianza_8_a","rotacion_mtf_82","mtf_82","rotacion_mtf_83","mtf_83","constitucion_6","constitucion_3","constitucion_7","constitucion_8","constitucion_9_a","constitucion_9_b","constitucion_10_a","constitucion_10_b","constitucion_11_a","constitucion_11_b","constitucion_12","constitucion_13_a","constitucion_13_b","constitucion_13_c","constitucion_14","constitucion_15","constitucion_16_a","constitucion_16_b","constitucion_17_a","constitucion_17_b","constitucion_18","mtf_42_b","mtf_42_c","mtf_42_d","mtf_43_b","mtf_81_a","mtf_81_b","mtf_81_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","democracia_19","pobreza_62","iden_nacional_16","educacion_108","educacion_109","sexo","gse","edad","info_enc_61","esc_nivel_1","info_enc_35","info_enc_62","info_enc_38","info_enc_63","info_enc_16_b","religion_82","religion_2","educacion_104_a","elec_parla_35","info_enc_30","pobreza_103_a","pobreza_111","mtf_60","info_hogar_1","info_hogar_2_a","info_hogar_2_b","info_hogar_2_c","info_hogar_32","info_enc_52","info_enc_54","transporte_18","transporte_19","info_hogar_21_n","info_enc_60","encuesta","encuesta_a","encuesta_m","pond"
"1119",19,86163,13,1,3,1,9,4,1,2,3,4,2,3,3,10,3,4,2,2,2,2,2,6,6,6,6,3,6,6,6,6,4,1,4,4,4,4,3,4,88,4,3,4,4,4,4,3,4,4,4,3,4,2,4,1,2,1,3,5,2,NA,NA,1,88,NA,NA,1,3,2,3,1,1,NA,NA,NA,NA,4,4,4,4,4,3,3,3,1,99,NA,1,99,NA,10,1,1,4,2,2,2,86,2,4,3,7,3,NA,3,9,8,4,7,88,3,3,0,1,1,99,99,7,2,NA,6,NA,1,1,86,2022,5,0.18390188
"1120",19,86163,13,1,26,1,7,2,3,2,3,3,3,2,2,99,2,2,6,2,2,6,1,6,6,6,6,3,3,6,6,6,4,4,4,3,4,4,3,3,4,4,1,3,3,3,3,3,1,3,88,3,4,2,1,2,4,88,3,4,3,NA,NA,NA,NA,88,88,88,3,3,3,1,1,NA,NA,NA,NA,4,4,2,1,4,5,3,3,1,2,NA,1,1,NA,10,5,1,2,2,1,3,63,2,3,3,7,1,1,3,1,8,4,99,88,1,4,4,8,6,2,0,3,2,NA,6,NA,2,1,86,2022,5,1.59730036
"1121",19,86163,13,1,14,1,5,1,1,4,3,2,1,2,1,1,4,2,4,5,4,4,4,6,4,6,4,2,2,2,2,6,4,4,4,1,4,3,4,4,3,3,4,1,3,3,1,1,1,1,1,1,4,1,3,1,2,1,1,1,1,2,9,NA,NA,NA,NA,3,1,1,2,5,1,NA,NA,NA,NA,1,4,2,2,4,3,3,3,1,1,NA,1,1,NA,10,1,1,4,2,1,3,52,2,3,1,1,3,NA,3,1,8,4,1,88,3,3,0,5,3,2,99,10,2,NA,6,NA,2,1,86,2022,5,0.98861069
"1122",12,86089,8,1,2,3,9,2,8,2,3,8,3,2,2,88,2,5,6,2,2,6,2,8,8,8,2,4,5,8,6,6,3,1,88,4,88,3,3,1,4,2,1,4,4,3,4,1,4,1,4,1,4,1,1,1,2,88,2,5,3,NA,NA,NA,NA,3,88,88,4,3,2,1,1,NA,NA,NA,NA,5,1,1,1,8,3,3,3,2,NA,2,2,NA,2,10,10,1,1,1,2,4,81,2,3,2,7,3,NA,3,1,2,1,77,5,3,3,1,3,3,0,0,5,1,NA,6,NA,2,2,86,2022,5,1.36896712
"1123",17,86270,10,2,1,10,6,2,2,2,4,8,8,2,8,10,8,8,6,6,6,8,6,6,6,6,6,6,6,6,6,6,1,2,88,4,4,4,4,4,88,88,2,4,4,88,88,4,88,88,88,88,4,1,8,2,3,88,88,5,1,88,88,NA,NA,NA,NA,88,3,3,3,1,1,NA,NA,NA,NA,88,2,2,4,2,3,3,3,2,NA,66,2,NA,66,88,88,1,88,88,2,4,62,2,2,2,8,3,NA,3,1,6,1,88,5,2,4,0,NA,NA,NA,NA,6,1,NA,6,NA,2,2,86,2022,5,0.44174889
"1124",19,86194,13,1,11,10,3,1,2,2,5,3,2,3,2,5,3,3,6,3,3,6,3,6,6,6,6,3,3,6,3,6,4,4,3,4,4,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,4,2,1,2,3,1,2,3,3,NA,NA,NA,NA,2,7,2,3,3,3,5,1,NA,NA,NA,NA,2,1,1,3,4,3,3,3,2,NA,66,2,NA,66,6,10,3,2,2,2,3,26,2,6,1,2,1,2,3,9,8,10,77,88,2,3,2,4,2,1,1,99,2,NA,6,NA,2,1,86,2022,5,0.86655824
"1125",19,86194,13,1,3,1,14,3,1,4,3,3,2,2,1,1,4,3,4,4,4,4,4,2,4,6,4,2,2,2,2,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,2,3,1,1,2,1,9,2,NA,NA,NA,NA,3,2,2,2,5,1,NA,NA,NA,NA,2,1,4,1,4,3,3,3,1,1,NA,1,1,NA,2,2,1,1,1,2,3,54,2,4,2,99,3,NA,3,1,8,5,88,88,2,4,1,2,2,99,9,6,1,NA,6,NA,2,1,86,2022,5,0.52664019
"1126",10,86063,7,1,17,14,3,3,3,3,2,4,3,3,2,7,1,3,2,2,2,2,3,6,6,6,6,3,4,6,6,6,4,3,4,3,3,3,4,3,4,3,3,4,3,3,3,2,3,2,4,2,3,1,2,1,2,2,3,3,2,NA,NA,2,7,NA,NA,1,1,2,2,5,1,NA,NA,NA,NA,4,4,4,5,4,3,3,3,1,2,NA,1,2,NA,10,10,1,3,2,1,3,20,2,3,1,1,3,NA,3,9,8,10,77,88,3,2,0,1,1,0,0,8,1,NA,6,NA,2,1,86,2022,5,0.69426883
"1127",19,86142,13,1,1,9,10,1,2,3,3,5,3,2,2,5,1,1,3,1,1,3,1,1,3,6,3,3,3,3,1,3,3,4,4,4,4,3,4,2,3,3,3,4,4,4,4,4,4,3,4,3,3,2,1,1,2,1,2,4,2,NA,NA,5,5,NA,NA,2,3,2,2,5,1,NA,NA,NA,NA,1,2,4,2,3,2,2,2,1,5,NA,2,NA,66,10,10,5,3,3,1,4,48,2,4,1,10,1,1,3,1,7,10,3,88,3,3,3,1,1,0,0,99,1,NA,6,NA,1,1,86,2022,5,0.4878079
"1128",6,86038,5,1,3,9,1,1,3,4,3,3,3,2,2,5,2,3,3,3,3,2,2,6,6,6,2,2,3,3,3,6,3,2,4,4,4,2,3,2,4,2,2,4,2,3,3,2,4,3,4,2,4,1,3,2,3,1,3,3,2,NA,NA,1,1,NA,NA,2,2,2,1,5,1,NA,NA,NA,NA,2,1,8,4,5,3,3,3,1,7,NA,2,NA,66,10,1,2,1,1,1,3,41,2,4,1,1,3,NA,1,1,8,5,7,88,3,4,1,2,1,1,99,9,1,NA,2,3,2,1,86,2022,5,0.836492
"1129",6,86038,5,1,3,1,25,3,1,3,2,3,1,1,1,3,4,4,6,6,6,6,6,6,6,6,6,4,6,2,6,6,4,4,4,4,4,4,4,2,4,4,4,2,4,3,4,2,4,2,2,4,4,2,1,2,3,1,1,3,3,NA,NA,NA,NA,5,88,3,3,3,1,1,1,NA,NA,NA,NA,2,2,2,2,2,4,2,3,2,NA,66,1,1,NA,8,2,3,1,2,1,3,75,2,1,1,1,1,8,3,9,8,3,77,88,2,3,3,4,3,1,99,3,2,NA,6,NA,1,2,86,2022,5,1.00903043
"1130",6,86037,5,1,26,2,5,3,1,2,3,4,3,2,2,5,3,4,6,6,4,6,6,6,6,6,3,2,4,6,6,6,3,2,2,3,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3,2,4,2,4,1,2,1,3,4,2,NA,NA,4,7,NA,NA,1,3,2,3,4,2,2,2,2,2,2,2,2,2,3,3,3,3,2,NA,66,2,NA,66,9,8,3,3,2,1,3,28,1,7,2,4,3,NA,3,2,1,10,77,88,2,3,0,5,4,99,1,7,1,NA,3,2,2,2,86,2022,5,2.03805735
"1131",7,86258,5,2,13,10,26,2,2,3,2,4,1,2,2,5,2,3,3,4,2,3,2,6,6,6,6,3,2,4,4,6,4,3,3,4,4,3,3,3,2,3,3,2,4,3,4,3,3,4,3,2,4,1,3,1,2,2,1,3,3,NA,NA,NA,NA,2,2,3,3,3,2,3,1,NA,NA,NA,NA,1,3,3,5,5,3,3,3,2,NA,66,1,99,NA,8,8,5,2,2,2,2,65,2,6,2,1,1,1,3,1,5,5,77,88,3,2,0,2,2,99,99,8,2,NA,6,NA,2,1,86,2022,5,1.72000138
"1132",7,86258,5,2,26,17,10,2,3,2,4,8,8,2,8,6,3,4,3,2,2,4,3,6,2,6,2,4,6,4,4,6,2,2,4,4,4,2,3,3,4,88,4,3,4,4,4,4,4,4,88,4,4,2,3,1,88,88,2,5,2,NA,NA,7,3,NA,NA,1,3,3,3,1,1,NA,NA,NA,NA,88,4,4,8,3,3,3,3,1,99,NA,1,99,NA,9,2,4,88,88,2,4,70,2,1,3,8,3,NA,3,1,8,5,77,88,1,4,1,1,1,99,99,5,1,NA,6,NA,2,8,86,2022,5,0.86000069
"1133",19,86198,13,1,17,16,1,2,2,3,4,3,1,2,1,3,4,1,1,4,4,3,4,2,2,3,2,3,1,3,2,6,4,4,4,3,3,4,4,3,4,2,3,2,3,4,3,3,2,2,3,2,3,1,1,1,2,1,1,3,3,NA,NA,NA,NA,8,2,3,2,2,2,6,2,3,3,2,2,2,2,2,5,5,3,3,3,1,5,NA,1,1,NA,3,1,8,2,1,1,2,26,1,8,3,4,3,NA,3,9,8,4,13,88,2,4,0,3,3,99,99,9,2,NA,5,1,2,1,86,2022,5,1.14330414
"1134",19,86169,13,1,1,10,26,1,2,2,4,5,3,3,2,10,4,4,6,6,5,8,8,8,6,6,8,5,5,6,6,6,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,2,2,2,3,1,2,4,2,NA,NA,6,88,NA,NA,1,3,3,3,99,88,NA,NA,NA,NA,4,2,2,2,2,3,3,3,2,NA,66,2,NA,66,10,10,1,2,2,1,3,80,2,1,2,7,1,7,3,9,8,10,77,88,1,2,7,NA,NA,NA,NA,99,2,NA,1,2,2,3,86,2022,5,0.37821304
"1135",17,86270,10,2,11,13,3,2,8,1,3,3,8,2,8,99,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,4,3,1,4,2,4,4,2,4,4,4,4,4,3,2,88,4,4,1,8,2,4,1,1,4,88,NA,NA,NA,NA,NA,NA,88,3,3,3,1,1,NA,NA,NA,NA,88,2,4,2,2,3,3,3,2,NA,3,1,1,NA,10,88,1,2,2,2,4,57,2,1,3,8,3,NA,3,2,4,4,77,5,2,4,0,NA,NA,NA,NA,1,1,NA,6,NA,2,2,86,2022,5,0.88349779
"1136",19,86198,13,1,26,3,9,3,1,3,3,3,1,2,1,88,4,2,3,4,4,4,4,6,4,6,3,3,1,6,1,6,4,2,4,3,3,3,3,4,4,4,3,1,4,3,3,2,4,4,2,88,4,1,4,1,1,1,1,2,1,2,1,NA,NA,NA,NA,2,3,3,2,1,1,NA,NA,NA,NA,2,1,1,2,3,3,3,3,2,NA,66,2,NA,66,10,1,1,2,2,2,2,68,2,3,3,99,1,6,3,1,8,5,77,88,3,4,3,3,3,99,99,99,2,NA,6,NA,1,1,86,2022,5,0.5968205
"1137",19,86198,13,1,26,10,9,2,3,2,3,3,2,2,1,5,4,3,4,4,3,2,4,6,4,6,6,4,4,3,3,6,3,2,4,3,3,3,3,2,3,2,3,2,3,2,3,3,3,2,2,2,4,2,4,1,2,1,1,3,3,NA,NA,NA,NA,2,2,3,3,2,1,4,1,NA,NA,NA,NA,2,1,1,4,4,3,3,3,1,1,NA,1,1,NA,10,5,3,2,2,2,2,50,2,9,1,1,3,NA,3,1,5,10,88,88,3,4,3,5,5,99,99,12,2,NA,6,NA,1,1,86,2022,5,1.12365041
"1138",12,86090,8,1,3,26,1,3,2,3,3,3,3,2,2,5,3,4,2,2,2,6,6,3,6,6,4,4,4,6,2,6,3,1,1,3,1,3,3,1,3,1,1,3,3,3,3,1,1,1,3,1,3,1,1,2,4,1,3,1,3,NA,NA,NA,NA,8,88,3,1,1,1,1,1,NA,NA,NA,NA,2,5,2,2,4,3,3,3,1,2,NA,1,2,NA,10,10,4,1,1,2,2,40,2,8,1,1,1,1,3,2,8,10,2,88,3,3,2,8,6,0,2,10,1,NA,6,NA,2,1,86,2022,5,3.19612885
"1139",2,86008,2,1,6,8,16,3,1,3,2,3,2,2,1,4,4,2,4,4,4,3,4,6,6,6,6,1,1,3,1,6,3,2,4,4,3,3,3,2,3,3,2,2,3,3,4,3,3,3,3,2,3,2,4,1,2,1,1,3,1,2,88,NA,NA,NA,NA,2,3,2,3,4,1,NA,NA,NA,NA,2,4,4,4,4,3,3,3,1,1,NA,1,1,NA,5,5,5,2,2,2,3,35,2,6,1,1,3,NA,3,1,4,5,88,88,3,2,2,3,2,1,88,9,1,NA,6,NA,2,1,86,2022,5,0.77247774
"1140",2,86013,2,1,9,1,14,1,2,3,3,4,3,2,2,5,3,2,6,3,3,6,6,6,8,6,6,3,3,6,6,6,4,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,4,1,2,1,2,1,2,4,3,NA,NA,NA,NA,2,2,3,3,3,3,5,1,NA,NA,NA,NA,3,4,5,4,5,3,3,3,1,1,NA,2,NA,66,5,5,1,1,2,2,3,26,2,4,2,8,1,1,3,9,8,10,88,88,3,3,1,3,2,0,1,8,1,NA,6,NA,2,1,86,2022,5,4.03656248
"1141",10,86063,7,1,5,3,1,3,1,3,2,4,2,2,1,3,4,2,3,4,4,6,3,6,6,6,6,3,3,3,2,6,3,3,4,4,4,2,4,3,2,2,3,2,4,4,4,3,3,3,3,2,3,2,1,1,2,2,1,2,3,NA,NA,NA,NA,8,4,2,2,2,3,5,1,NA,NA,NA,NA,2,5,5,3,5,3,3,3,1,1,NA,1,1,NA,5,6,7,1,1,1,3,24,1,7,2,4,2,2,3,9,6,4,15,88,3,4,0,1,1,0,0,5,2,NA,6,NA,2,1,86,2022,5,0.69426883
"1142",10,86063,7,1,10,5,9,2,2,4,3,3,1,1,1,5,4,1,3,3,5,2,4,6,6,6,3,1,1,6,2,6,4,4,4,4,2,3,4,2,4,3,4,2,2,4,3,3,2,3,2,2,1,1,2,2,3,1,1,2,1,9,9,NA,NA,NA,NA,3,2,1,2,6,1,NA,NA,NA,NA,1,5,5,5,5,3,3,3,1,1,NA,1,1,NA,5,10,6,2,1,2,3,59,2,10,1,1,3,NA,3,9,8,4,88,88,3,4,1,1,1,0,0,11,2,NA,6,NA,2,1,86,2022,5,0.36438707
"1143",12,86089,8,1,5,7,3,1,3,3,3,5,2,3,2,6,2,3,3,3,3,6,3,6,3,6,6,4,3,6,6,6,3,3,3,4,4,2,3,2,3,2,4,4,3,3,3,3,3,2,4,2,3,2,4,1,1,1,2,4,2,NA,NA,6,7,NA,NA,1,2,2,2,5,1,NA,NA,NA,NA,2,2,3,4,5,3,3,3,99,NA,7,1,2,NA,6,3,1,1,1,2,2,20,1,7,3,4,3,NA,3,1,8,5,99,88,3,3,0,5,4,1,0,11,1,NA,3,3,2,1,86,2022,5,3.39276862
"1144",12,86090,8,1,9,6,7,3,2,2,3,4,3,2,1,7,3,4,6,6,4,6,4,6,6,6,6,4,4,6,6,6,88,4,2,3,3,3,2,2,3,2,3,3,3,3,88,3,2,3,88,2,3,2,4,2,3,1,1,5,1,8,9,NA,NA,NA,NA,3,3,2,2,4,1,NA,NA,NA,NA,2,4,2,2,4,5,1,3,1,99,NA,1,99,NA,4,5,5,2,2,1,3,62,2,2,1,2,3,NA,3,9,8,10,99,88,4,4,2,3,3,99,99,7,1,NA,6,NA,2,1,86,2022,5,1.43216701
"1145",14,86102,9,1,1,26,2,2,3,2,5,5,3,3,3,88,4,3,6,6,4,6,6,6,6,6,6,3,2,6,6,6,4,3,3,4,4,4,3,3,88,4,3,3,4,3,4,3,3,3,88,3,4,1,9,2,4,88,3,5,3,NA,NA,NA,NA,3,3,1,3,3,3,3,1,NA,NA,NA,NA,88,4,5,2,2,3,1,3,2,NA,66,2,NA,66,10,10,1,2,2,2,3,66,2,1,2,7,3,NA,3,2,4,5,77,5,2,4,2,2,2,99,99,6,1,NA,6,NA,2,1,86,2022,5,0.6500572
"1146",17,86270,10,2,3,10,1,2,2,2,2,2,2,2,1,5,6,4,6,8,8,8,8,6,6,2,6,6,6,8,9,8,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,2,4,2,4,1,1,3,1,88,88,NA,NA,NA,NA,1,2,3,3,1,1,NA,NA,NA,NA,4,4,2,2,2,3,3,3,1,77,NA,1,1,NA,10,10,1,2,2,1,4,43,2,1,3,6,3,NA,3,9,8,1,77,88,2,3,0,NA,NA,NA,NA,6,1,NA,6,NA,2,2,86,2022,5,2.95458315
"1147",13,86264,8,2,7,26,10,1,3,3,3,5,3,3,2,88,1,3,4,1,1,6,1,6,3,6,6,4,4,2,6,6,4,2,1,4,4,4,3,2,4,3,2,4,3,4,4,3,3,2,4,3,3,1,2,1,2,88,3,5,2,NA,NA,6,6,NA,NA,1,2,2,2,7,1,NA,NA,NA,NA,4,4,4,4,5,3,3,3,1,77,NA,1,88,NA,10,1,2,2,2,2,1,43,2,8,1,1,1,1,3,1,8,13,99,5,3,3,3,5,3,2,0,99,1,NA,6,NA,2,1,86,2022,5,0.93944386
"1148",13,86264,8,2,26,17,1,3,2,3,3,3,3,2,2,10,2,5,5,2,1,3,2,2,3,1,6,4,5,3,2,6,2,2,4,2,3,3,2,2,2,4,2,2,2,3,2,2,3,2,3,2,4,1,2,2,4,1,2,3,3,NA,NA,NA,NA,8,8,2,3,1,1,5,1,NA,NA,NA,NA,2,2,2,2,2,3,3,2,1,3,NA,1,2,NA,6,6,6,2,4,1,3,66,2,2,2,7,3,NA,3,1,3,5,2,88,3,3,1,1,1,0,0,6,2,NA,6,NA,2,1,86,2022,5,0.31750985
"1149",19,86209,13,1,11,1,10,1,3,1,2,1,1,2,1,88,4,1,6,6,6,6,6,6,6,6,6,6,4,6,6,6,1,3,3,3,3,1,3,1,1,3,1,3,3,3,1,1,1,1,3,3,4,2,8,1,88,2,1,5,3,NA,NA,NA,NA,5,88,3,3,2,3,7,88,NA,NA,NA,NA,4,4,5,2,1,5,1,1,2,NA,1,2,NA,1,10,88,10,88,88,1,4,32,2,2,1,1,1,8,3,1,5,12,77,88,88,1,2,4,2,1,1,7,3,2016,6,NA,2,1,86,2022,5,0.94666716
"1150",19,86205,13,1,5,10,9,3,1,3,3,3,2,2,1,1,3,1,2,3,4,3,3,1,2,6,3,2,1,2,1,6,4,4,4,3,3,4,4,3,2,2,4,3,4,3,4,2,3,3,1,2,3,1,3,2,3,1,1,1,1,6,6,NA,NA,NA,NA,3,1,1,1,7,1,NA,NA,NA,NA,1,2,4,4,4,3,3,3,1,1,NA,1,1,NA,1,10,5,1,1,1,3,49,2,5,1,1,1,1,3,9,7,4,1,88,3,3,2,6,5,1,0,11,1,NA,6,NA,2,1,86,2022,5,1.99259336
"1151",7,86258,5,2,26,17,8,2,2,2,4,3,3,3,1,5,4,1,4,3,4,4,4,6,3,6,6,3,2,2,2,6,1,3,2,4,2,3,3,2,3,3,3,2,4,3,3,2,3,2,2,1,3,1,2,2,3,1,1,3,3,NA,NA,NA,NA,2,1,3,3,1,1,5,1,NA,NA,NA,NA,2,2,5,5,5,3,3,3,2,NA,66,1,1,NA,5,5,5,2,2,1,2,72,2,8,1,1,3,NA,3,1,1,5,77,888,4,3,0,3,3,99,99,11,2,NA,6,NA,2,1,86,2022,5,2.94370942
"1152",7,86258,5,2,10,13,7,2,3,3,3,3,3,3,2,6,3,3,6,4,3,6,3,6,6,6,6,4,2,2,2,6,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,4,1,3,3,4,1,3,1,2,1,1,2,3,NA,NA,NA,NA,9,2,3,2,3,2,4,2,1,1,2,2,2,4,4,4,4,3,3,3,1,6,NA,1,1,NA,10,10,1,1,2,2,3,28,2,8,1,1,1,1,1,1,8,5,88,88,3,2,0,6,5,1,99,10,1,NA,5,5,2,1,86,2022,5,1.89483686
"1153",7,86258,5,2,3,26,1,3,3,3,4,4,3,2,8,9,2,3,2,2,2,6,2,3,6,6,6,4,1,4,3,6,2,2,88,4,2,2,2,2,4,88,2,2,2,2,2,2,2,2,3,2,4,2,3,1,2,1,2,4,3,NA,NA,NA,NA,8,2,1,2,2,1,3,1,NA,NA,NA,NA,3,2,3,2,3,4,3,3,1,99,NA,88,NA,2,5,5,3,2,2,1,3,76,2,1,2,7,3,NA,3,1,3,11,77,88,4,2,3,1,1,99,99,6,2,NA,6,NA,2,1,86,2022,5,0.98123647
"1154",7,86258,5,2,9,3,2,3,3,3,4,4,3,2,2,5,2,3,6,3,2,6,6,6,6,6,6,4,6,3,6,6,1,1,2,4,3,3,2,2,2,2,1,3,2,3,3,1,3,1,3,1,4,1,3,2,3,1,3,4,2,NA,NA,1,1,NA,NA,2,1,1,1,3,1,NA,NA,NA,NA,1,2,2,4,4,3,3,3,1,2,NA,1,2,NA,10,9,4,2,1,1,2,45,2,4,1,1,1,1,3,1,5,3,99,88,3,4,3,4,2,2,99,9,1,NA,6,NA,2,1,86,2022,5,2.62262705
"1155",7,86258,5,2,5,11,3,2,3,3,3,4,3,3,3,5,3,3,3,3,2,6,2,6,6,6,3,3,2,6,3,6,4,4,2,4,4,4,4,3,4,2,1,4,4,4,3,3,4,2,2,4,4,2,4,1,2,1,88,2,3,NA,NA,NA,NA,4,9,3,3,2,2,3,1,NA,NA,NA,NA,2,2,2,2,4,3,3,3,1,1,NA,1,1,NA,10,5,3,2,2,2,3,32,2,4,1,1,3,NA,3,1,8,4,88,88,2,3,2,4,2,2,99,7,1,NA,1,5,2,1,86,2022,5,1.93551284
"1156",19,86187,13,1,1,3,5,2,3,4,3,4,3,2,2,6,2,2,3,1,1,5,1,3,1,6,2,3,2,3,3,6,3,1,3,4,2,2,3,1,4,4,1,3,2,3,1,3,3,1,3,2,1,2,1,2,3,1,3,1,3,NA,NA,NA,NA,8,2,2,3,1,1,6,1,NA,NA,NA,NA,4,2,3,4,4,3,3,3,1,4,NA,2,NA,2,9,8,5,2,2,1,3,37,2,6,1,1,1,1,3,9,8,5,88,88,4,4,0,2,2,99,99,11,2,NA,2,4,2,1,86,2022,5,3.6719211
"1157",1,86005,1,1,5,17,10,1,3,1,4,3,2,2,2,88,2,3,6,4,3,3,3,6,6,6,6,3,2,6,6,6,1,4,2,3,3,4,4,3,3,4,4,3,3,3,3,3,4,4,3,3,3,2,4,2,3,2,1,1,3,NA,NA,NA,NA,1,9,3,3,2,1,2,1,NA,NA,NA,NA,3,2,3,1,5,3,3,3,1,1,NA,1,1,NA,5,5,5,2,2,1,4,55,2,8,1,1,3,NA,3,1,1,4,77,88,1,4,2,1,1,0,0,6,3,1994,6,NA,2,2,86,2022,5,1.33583969
"1158",19,86166,13,1,5,10,14,2,3,2,3,4,2,3,2,5,3,1,2,3,2,2,3,2,2,2,2,2,1,3,2,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,3,4,1,4,2,4,1,3,1,2,NA,NA,6,6,NA,NA,2,1,1,1,7,1,NA,NA,NA,NA,4,3,2,4,4,3,3,3,1,1,NA,1,1,NA,1,1,1,1,1,2,3,46,1,3,2,10,1,2,3,1,8,5,5,5,1,5,3,4,3,1,0,7,2,NA,4,1,1,1,86,2022,5,0.69254069
"1159",19,86166,13,1,5,9,11,2,2,2,3,3,3,3,8,1,4,2,6,6,3,6,6,6,6,6,6,3,2,6,6,6,2,88,4,4,3,4,4,2,4,2,3,3,4,4,4,3,4,3,88,4,4,1,2,1,2,2,3,4,3,NA,NA,NA,NA,2,88,3,2,3,3,1,1,NA,NA,NA,NA,1,2,1,2,4,3,3,3,1,1,NA,1,1,NA,10,1,1,2,1,1,3,58,2,3,1,2,2,1,3,1,8,5,88,88,2,4,3,1,1,0,0,7,2,NA,6,NA,2,1,86,2022,5,0.29582472
"1160",19,86166,13,1,10,5,13,1,2,3,4,4,2,2,3,4,3,2,3,3,3,1,3,6,6,6,6,2,1,1,1,2,4,4,4,4,3,3,4,2,4,3,4,3,4,4,3,3,4,3,2,3,3,2,4,2,3,1,1,3,1,4,9,NA,NA,NA,NA,3,2,1,3,3,2,1,2,3,2,1,4,1,4,5,3,3,3,2,NA,1,1,1,NA,8,7,1,2,3,1,3,55,2,4,1,1,1,8,3,9,8,4,15,5,2,4,4,9,7,2,0,9,1,NA,6,NA,2,2,86,2022,5,2.07077306
"1161",19,86166,13,1,1,2,3,1,2,2,3,5,3,2,2,88,1,1,4,2,4,4,2,2,4,2,1,2,2,4,2,2,4,2,4,4,4,2,2,2,3,2,2,3,4,4,2,4,4,2,4,3,4,1,2,2,3,1,2,5,3,NA,NA,NA,NA,2,88,2,3,3,2,4,2,1,2,2,2,1,2,1,2,5,3,3,3,1,6,NA,1,4,NA,10,1,1,2,2,1,3,58,2,6,1,2,1,8,3,1,8,4,88,88,1,5,3,7,6,0,1,8,1,NA,6,NA,2,1,86,2022,5,1.47912362
"1162",19,86198,13,1,4,5,16,3,1,3,2,1,1,1,1,1,5,1,1,4,5,4,5,6,2,6,4,1,1,1,1,6,4,4,4,4,4,4,4,2,4,1,4,1,4,4,4,4,4,4,1,3,2,2,4,1,2,2,1,1,1,2,7,NA,NA,NA,NA,3,3,1,3,7,1,NA,NA,NA,NA,1,1,1,5,5,3,3,3,1,1,NA,1,1,NA,1,1,4,1,1,2,2,55,2,5,2,99,1,10,3,9,8,2,13,88,2,3,1,3,3,99,99,99,2,NA,6,NA,2,1,86,2022,5,0.6000633
"1163",2,86013,2,1,1,3,9,3,2,3,4,3,1,2,1,5,4,2,4,4,3,4,4,6,4,6,3,3,2,6,2,6,3,2,3,3,2,3,2,3,3,3,2,1,2,3,3,2,2,2,1,2,3,2,3,1,2,1,1,2,1,8,88,NA,NA,NA,NA,2,2,2,2,5,1,NA,NA,NA,NA,2,3,2,2,2,3,3,3,1,99,NA,1,99,NA,7,10,5,2,2,1,3,47,2,4,1,1,1,8,3,1,4,5,99,88,2,4,2,4,4,0,0,9,1,NA,6,NA,2,1,86,2022,5,7.78282116
"1164",7,86258,5,2,9,7,11,1,3,3,4,5,3,3,2,5,3,3,3,3,3,6,3,3,3,3,6,3,3,6,3,3,3,3,4,4,4,2,3,2,3,3,3,4,4,4,3,3,3,3,4,3,4,2,1,1,2,1,3,5,1,2,88,NA,NA,NA,NA,3,3,2,2,4,1,NA,NA,NA,NA,2,2,4,4,4,3,3,3,1,99,NA,1,99,NA,9,3,3,1,2,2,3,28,1,7,2,4,1,2,3,1,8,4,99,88,1,5,1,4,2,1,99,7,1,NA,1,5,2,1,86,2022,5,0.94741843
